Date,Open,High,Low,Close,Adj Close,Volume
2023-07-07,1745.000000,1820.000000,1700.000000,1755.000000,1755.000000,411565100
2023-07-10,1755.000000,1765.000000,1745.000000,1750.000000,1750.000000,59010700
2023-07-11,1750.000000,1760.000000,1750.000000,1750.000000,1750.000000,34028600
2023-07-12,1750.000000,1765.000000,1750.000000,1765.000000,1765.000000,27860100
2023-07-13,1765.000000,1765.000000,1750.000000,1760.000000,1760.000000,41745700
2023-07-14,1760.000000,1795.000000,1755.000000,1780.000000,1780.000000,36126300
2023-07-17,1790.000000,1805.000000,1780.000000,1800.000000,1800.000000,42037800
2023-07-18,1800.000000,1935.000000,1800.000000,1875.000000,1875.000000,64182800
2023-07-20,1880.000000,1915.000000,1825.000000,1845.000000,1845.000000,38857400
2023-07-21,1845.000000,1885.000000,1840.000000,1875.000000,1875.000000,33106100
2023-07-24,1880.000000,2030.000000,1860.000000,2010.000000,2010.000000,58408400
2023-07-25,2020.000000,2310.000000,1960.000000,2300.000000,2300.000000,78275300
2023-07-26,2310.000000,2410.000000,2220.000000,2280.000000,2280.000000,57626800
2023-07-27,2290.000000,2480.000000,2250.000000,2470.000000,2470.000000,65302700
2023-07-28,2470.000000,2810.000000,2460.000000,2660.000000,2660.000000,94264400
2023-07-31,2680.000000,2850.000000,2680.000000,2810.000000,2810.000000,72440600
2023-08-01,2830.000000,3230.000000,2390.000000,2800.000000,2800.000000,179828300
2023-08-02,2790.000000,2950.000000,2550.000000,2830.000000,2830.000000,142828200
2023-08-03,2830.000000,2880.000000,2790.000000,2830.000000,2830.000000,51237100
2023-08-04,2830.000000,2940.000000,2830.000000,2870.000000,2870.000000,53097600
2023-08-07,2880.000000,2950.000000,2850.000000,2930.000000,2930.000000,45436600
2023-08-08,2930.000000,2970.000000,2920.000000,2960.000000,2960.000000,54714300
2023-08-09,2960.000000,3020.000000,2960.000000,3000.000000,3000.000000,55024200
2023-08-10,3010.000000,3040.000000,2800.000000,3000.000000,3000.000000,52237600
2023-08-11,3000.000000,3020.000000,2990.000000,3000.000000,3000.000000,27254100
2023-08-14,3010.000000,3080.000000,3000.000000,3080.000000,3080.000000,37538100
2023-08-15,3080.000000,3200.000000,3070.000000,3190.000000,3190.000000,48297700
2023-08-16,3200.000000,3300.000000,3170.000000,3300.000000,3300.000000,52448700
2023-08-18,3330.000000,3380.000000,3300.000000,3350.000000,3350.000000,39653600
2023-08-21,3360.000000,3440.000000,3340.000000,3440.000000,3440.000000,42819200
2023-08-22,3440.000000,3610.000000,3430.000000,3610.000000,3610.000000,77881500
2023-08-23,3620.000000,3840.000000,3610.000000,3830.000000,3830.000000,71234600
2023-08-24,3840.000000,4020.000000,3540.000000,3950.000000,3950.000000,102057200
2023-08-25,3950.000000,4140.000000,3930.000000,4140.000000,4140.000000,64624300
2023-08-28,4140.000000,4290.000000,4090.000000,4280.000000,4280.000000,65825700
2023-08-29,4290.000000,4470.000000,4250.000000,4470.000000,4470.000000,95744500
2023-08-30,4480.000000,4540.000000,4390.000000,4500.000000,4500.000000,100315000
2023-08-31,4500.000000,4550.000000,4460.000000,4530.000000,4530.000000,51696900
2023-09-01,4530.000000,4870.000000,4440.000000,4750.000000,4750.000000,84973000
2023-09-04,4780.000000,4980.000000,4760.000000,4970.000000,4970.000000,72654600
2023-09-05,5025.000000,5050.000000,4930.000000,4990.000000,4990.000000,59236900
2023-09-06,5000.000000,5250.000000,4980.000000,5200.000000,5200.000000,74615800
2023-09-07,5250.000000,5425.000000,5225.000000,5400.000000,5400.000000,60842800
2023-09-08,5425.000000,5650.000000,5425.000000,5600.000000,5600.000000,68316700
2023-09-11,5800.000000,5800.000000,4800.000000,5500.000000,5500.000000,154716900
2023-09-12,5525.000000,5825.000000,5500.000000,5800.000000,5800.000000,68802100
2023-09-13,5850.000000,5950.000000,5550.000000,5825.000000,5825.000000,122386600
2023-09-14,5825.000000,5875.000000,5725.000000,5775.000000,5775.000000,60667800
2023-09-15,5775.000000,5825.000000,5375.000000,5600.000000,5600.000000,83812900
2023-09-18,5600.000000,5625.000000,5025.000000,5150.000000,5150.000000,121594100
2023-09-19,5150.000000,5450.000000,5050.000000,5350.000000,5350.000000,75031600
2023-09-20,5375.000000,5425.000000,5225.000000,5275.000000,5275.000000,34052700
2023-09-21,5275.000000,5325.000000,5150.000000,5275.000000,5275.000000,40805600
2023-09-22,5325.000000,5475.000000,5225.000000,5450.000000,5450.000000,43107600
2023-09-25,5450.000000,5700.000000,5450.000000,5675.000000,5675.000000,50688200
2023-09-26,5700.000000,5800.000000,5525.000000,5675.000000,5675.000000,65325700
2023-09-27,5650.000000,5750.000000,5575.000000,5650.000000,5650.000000,43138000
2023-09-29,5675.000000,5975.000000,5650.000000,5925.000000,5925.000000,75787100
